usuario_id,ingreso_mensual,gasto_mensual_promedio,deuda_mensual,ahorro_mensual_estimado,porcentaje_gastos_ingreso,nivel_endeudamiento,porcentaje_ahorro_ingreso,frecuencia_ahorro,perfil_financiero,estado
USR0808,2694.74,1943.97,1002.67,750.77,72.14,37.21,27.86,Alta,En riesgo,ACTIVO
USR0809,3644.23,1919.21,460.52,1725.02,52.66,12.64,47.34,Alta,Saludable,ACTIVO
USR0810,2539.91,1461.1,959.57,1078.81,57.53,37.78,42.47,Alta,En riesgo,ACTIVO
USR0811,5002.05,4702.84,735.51,299.21,94.02,14.7,5.98,Baja,En riesgo,ACTIVO
USR0812,3995.3,2294.11,1599.66,1701.19,57.42,40.04,42.58,Alta,En riesgo,ACTIVO
USR0813,3149.53,1831.22,481.35,1318.31,58.14,15.28,41.86,Alta,Saludable,INACTIVO
USR0814,6475.99,3857.57,659.01,2618.42,59.57,10.18,40.43,Alta,Saludable,ACTIVO
USR0815,6656.88,4184.88,433.08,2472.0,62.87,6.51,37.13,Alta,En observación,ACTIVO
USR0816,4446.73,2783.0,265.85,1663.73,62.59,5.98,37.41,Alta,En observación,ACTIVO
USR0817,6105.45,3727.62,753.58,2377.83,61.05,12.34,38.95,Alta,En observación,ACTIVO
USR0818,6426.35,6051.31,656.62,375.04,94.16,10.22,5.84,Baja,En riesgo,ACTIVO
USR0819,1621.97,1192.5,370.61,429.47,73.52,22.85,26.48,Alta,En observación,ACTIVO
USR0820,2186.92,1844.17,651.88,342.75,84.33,29.81,15.67,Media,En observación,ACTIVO
USR0821,2459.99,1254.64,935.13,1205.35,51.0,38.01,49.0,Alta,En riesgo,ACTIVO
USR0822,4089.8,3128.21,2201.08,961.59,76.49,53.82,23.51,Alta,En riesgo,ACTIVO
USR0823,3130.18,1987.65,1586.82,1142.53,63.5,50.69,36.5,Alta,En riesgo,ACTIVO
USR0824,3126.06,1786.99,1510.58,1339.07,57.16,48.32,42.84,Alta,En riesgo,ACTIVO
USR0825,1680.16,1432.78,497.97,247.38,85.28,29.64,14.72,Media,En riesgo,ACTIVO
USR0826,3782.84,2185.29,351.0,1597.55,57.77,9.28,42.23,Alta,Saludable,ACTIVO
USR0827,4489.58,3919.93,2058.74,569.65,87.31,45.86,12.69,Media,En riesgo,ACTIVO
USR0828,4219.9,3643.59,187.23,576.3,86.34,4.44,13.66,Media,En riesgo,ACTIVO
USR0829,6197.37,2749.25,462.79,3448.12,44.36,7.47,55.64,Alta,Saludable,ACTIVO
USR0830,2796.55,2210.83,737.2,585.73,79.06,26.36,20.94,Alta,En observación,ACTIVO
USR0831,4603.62,3232.26,1929.7,1371.36,70.21,41.92,29.79,Alta,En riesgo,ACTIVO
USR0832,4259.65,2763.66,2416.94,1495.99,64.88,56.74,35.12,Alta,En riesgo,ACTIVO
USR0833,2299.51,1465.43,964.14,834.08,63.73,41.93,36.27,Alta,En riesgo,ACTIVO
USR0834,4358.9,2237.64,462.1,2121.26,51.33,10.6,48.67,Alta,Saludable,ACTIVO
USR0835,3145.29,2255.63,719.25,889.66,71.71,22.87,28.29,Alta,En observación,ACTIVO
USR0836,6771.23,2179.24,122.69,4591.99,32.18,1.81,67.82,Alta,Saludable,ACTIVO
USR0837,4769.1,2893.58,922.97,1875.52,60.67,19.35,39.33,Alta,En observación,ACTIVO
USR0838,2067.04,891.55,131.24,1175.5,43.13,6.35,56.87,Alta,Saludable,ACTIVO
USR0839,4345.78,3249.07,1061.49,1096.71,74.76,24.43,25.24,Alta,En observación,ACTIVO
USR0840,4858.77,3307.74,352.84,1551.03,68.08,7.26,31.92,Alta,En observación,ACTIVO
USR0841,3201.26,2216.3,291.42,984.96,69.23,9.1,30.77,Alta,En observación,ACTIVO
USR0842,2964.5,2373.65,1208.32,590.86,80.07,40.76,19.93,Media,En riesgo,ACTIVO
USR0843,4644.38,4136.66,315.19,507.73,89.07,6.79,10.93,Media,En riesgo,INACTIVO
USR0844,4658.51,2669.67,267.18,1988.84,57.31,5.74,42.69,Alta,Saludable,ACTIVO
USR0845,3363.85,2923.52,603.66,440.33,86.91,17.95,13.09,Media,En riesgo,ACTIVO
USR0846,3666.68,3018.72,1390.44,647.96,82.33,37.92,17.67,Media,En riesgo,ACTIVO
USR0847,2791.79,2104.75,726.6,687.04,75.39,26.03,24.61,Alta,En observación,ACTIVO
USR0848,3821.99,2467.44,1675.4,1354.55,64.56,43.84,35.44,Alta,En riesgo,ACTIVO
USR0849,3820.39,2904.61,554.61,915.78,76.03,14.52,23.97,Alta,En observación,ACTIVO
USR0850,1553.45,1196.48,205.57,356.97,77.02,13.23,22.98,Alta,En observación,ACTIVO
USR0851,3166.72,1740.58,160.59,1426.14,54.96,5.07,45.04,Alta,Saludable,ACTIVO
USR0852,4882.62,2584.26,1974.69,2298.36,52.93,40.44,47.07,Alta,En riesgo,ACTIVO
USR0853,1876.51,1367.73,474.47,508.78,72.89,25.28,27.11,Alta,En observación,ACTIVO
USR0854,5467.99,3690.89,2182.18,1777.1,67.5,39.91,32.5,Alta,En riesgo,ACTIVO
USR0855,4122.98,3009.5,1028.38,1113.47,72.99,24.94,27.01,Alta,En observación,ACTIVO
USR0856,1909.27,1520.71,288.85,388.56,79.65,15.13,20.35,Alta,En observación,ACTIVO
USR0857,4627.24,2747.92,404.52,1879.33,59.39,8.74,40.61,Alta,Saludable,ACTIVO
USR0858,2525.42,1199.48,70.16,1325.94,47.5,2.78,52.5,Alta,Saludable,ACTIVO
USR0859,1652.06,1329.77,257.52,322.29,80.49,15.59,19.51,Media,En observación,ACTIVO
USR0860,3659.68,2619.09,325.58,1040.59,71.57,8.9,28.43,Alta,En observación,ACTIVO
USR0861,1848.0,1479.94,317.02,368.05,80.08,17.15,19.92,Media,En observación,ACTIVO
USR0862,3457.06,1122.25,360.77,2334.81,32.46,10.44,67.54,Alta,Saludable,ACTIVO
USR0863,4578.02,2721.43,228.23,1856.59,59.45,4.99,40.55,Alta,Saludable,INACTIVO
USR0864,5409.66,3443.57,2335.61,1966.09,63.66,43.17,36.34,Alta,En riesgo,ACTIVO
USR0865,3471.54,1720.55,1562.2,1750.99,49.56,45.0,50.44,Alta,En riesgo,ACTIVO
USR0866,5994.4,2579.14,446.81,3415.26,43.03,7.45,56.97,Alta,Saludable,ACTIVO
USR0867,4788.46,3895.33,2381.66,893.13,81.35,49.74,18.65,Media,En riesgo,ACTIVO
USR0868,2848.88,1805.13,171.91,1043.74,63.36,6.03,36.64,Alta,En observación,ACTIVO
USR0869,3776.38,2493.55,1612.61,1282.83,66.03,42.7,33.97,Alta,En riesgo,ACTIVO
USR0870,4998.01,4353.54,879.27,644.48,87.11,17.59,12.89,Media,En riesgo,ACTIVO
USR0871,5010.98,2838.3,1752.14,2172.68,56.64,34.97,43.36,Alta,En observación,ACTIVO
USR0872,3155.96,2256.82,1086.32,899.14,71.51,34.42,28.49,Alta,En observación,ACTIVO
USR0873,5225.69,3041.04,388.92,2184.65,58.19,7.44,41.81,Alta,Saludable,ACTIVO
USR0874,2452.33,1819.46,447.15,632.86,74.19,18.23,25.81,Alta,En observación,ACTIVO
USR0875,4987.62,3818.84,2128.61,1168.78,76.57,42.68,23.43,Alta,En riesgo,ACTIVO
USR0876,1397.39,1018.76,254.0,378.62,72.9,18.18,27.1,Alta,En observación,ACTIVO
USR0877,1922.33,1761.19,210.03,161.14,91.62,10.93,8.38,Baja,En riesgo,ACTIVO
USR0878,3372.24,1752.15,135.15,1620.09,51.96,4.01,48.04,Alta,Saludable,ACTIVO
USR0879,1702.73,576.34,2.39,1126.39,33.85,0.14,66.15,Alta,Saludable,ACTIVO
USR0880,4832.5,2666.47,326.21,2166.02,55.18,6.75,44.82,Alta,Saludable,ACTIVO
USR0881,2227.99,1744.79,1138.17,483.19,78.31,51.09,21.69,Alta,En riesgo,ACTIVO
USR0882,5983.39,3258.51,67.37,2724.87,54.46,1.13,45.54,Alta,Saludable,ACTIVO
USR0883,4696.69,2722.76,514.2,1973.93,57.97,10.95,42.03,Alta,Saludable,ACTIVO
USR0884,6782.34,2800.92,126.94,3981.43,41.3,1.87,58.7,Alta,Saludable,ACTIVO
USR0885,4863.97,2267.21,397.96,2596.75,46.61,8.18,53.39,Alta,Saludable,ACTIVO
USR0886,3642.29,2372.56,1365.62,1269.73,65.14,37.49,34.86,Alta,En riesgo,ACTIVO
USR0887,3283.54,2751.28,1385.49,532.26,83.79,42.2,16.21,Media,En riesgo,ACTIVO
USR0888,4657.91,3207.3,824.68,1450.61,68.86,17.7,31.14,Alta,En observación,ACTIVO
USR0889,3463.51,1623.35,1621.55,1840.16,46.87,46.82,53.13,Alta,En riesgo,ACTIVO
USR0890,2462.77,1992.76,788.43,470.01,80.92,32.01,19.08,Media,En observación,ACTIVO
USR0891,4625.9,3948.14,977.26,677.76,85.35,21.13,14.65,Media,En riesgo,ACTIVO
USR0892,6907.63,3164.41,334.71,3743.22,45.81,4.85,54.19,Alta,Saludable,ACTIVO
USR0893,3468.29,1962.22,202.33,1506.07,56.58,5.83,43.42,Alta,Saludable,ACTIVO
USR0894,5724.48,5069.68,263.24,654.8,88.56,4.6,11.44,Media,En riesgo,ACTIVO
USR0895,2317.57,1406.68,420.69,910.89,60.7,18.15,39.3,Alta,En observación,ACTIVO
USR0896,2874.63,1584.33,295.52,1290.3,55.11,10.28,44.89,Alta,Saludable,ACTIVO
USR0897,2616.7,1340.12,323.66,1276.58,51.21,12.37,48.79,Alta,Saludable,ACTIVO
USR0898,6538.67,4211.01,906.34,2327.66,64.4,13.86,35.6,Alta,En observación,ACTIVO
USR0899,3186.18,2769.4,535.69,416.78,86.92,16.81,13.08,Media,En riesgo,ACTIVO
USR0900,3595.81,2812.56,1014.01,783.25,78.22,28.2,21.78,Alta,En observación,ACTIVO
USR0901,4014.93,2112.5,434.72,1902.43,52.62,10.83,47.38,Alta,Saludable,ACTIVO
USR0902,5501.98,3004.36,633.64,2497.62,54.61,11.52,45.39,Alta,Saludable,ACTIVO
USR0903,2523.53,1648.8,126.71,874.73,65.34,5.02,34.66,Alta,En observación,ACTIVO
USR0904,5466.24,4262.67,1107.92,1203.57,77.98,20.27,22.02,Alta,En observación,ACTIVO
USR0905,3716.98,2995.45,1961.15,721.53,80.59,52.76,19.41,Media,En riesgo,ACTIVO
USR0906,3505.67,2732.42,543.52,773.25,77.94,15.5,22.06,Alta,En observación,ACTIVO
USR0907,2591.68,1920.96,698.42,670.72,74.12,26.95,25.88,Alta,En observación,ACTIVO
USR0908,6509.2,3818.3,430.55,2690.89,58.66,6.61,41.34,Alta,Saludable,ACTIVO
USR0909,3951.37,3435.48,1851.21,515.89,86.94,46.85,13.06,Media,En riesgo,ACTIVO
USR0910,6223.67,3542.19,429.85,2681.48,56.91,6.91,43.09,Alta,Saludable,ACTIVO
USR0911,5271.38,4528.72,460.13,742.65,85.91,8.73,14.09,Media,En riesgo,ACTIVO
USR0912,4428.74,3630.33,560.65,798.41,81.97,12.66,18.03,Media,En observación,ACTIVO
USR0913,1929.17,1724.65,92.28,204.52,89.4,4.78,10.6,Media,En riesgo,INACTIVO
USR0914,1748.86,889.4,369.45,859.46,50.86,21.13,49.14,Alta,En observación,ACTIVO
USR0915,4141.4,3776.65,247.11,364.75,91.19,5.97,8.81,Baja,En riesgo,ACTIVO
USR0916,6295.26,5256.13,2021.0,1039.13,83.49,32.1,16.51,Media,En observación,ACTIVO
USR0917,2827.43,2589.67,320.98,237.75,91.59,11.35,8.41,Baja,En riesgo,ACTIVO
USR0918,3443.19,2855.38,351.45,587.81,82.93,10.21,17.07,Media,En observación,ACTIVO
USR0919,1781.37,1192.85,310.43,588.52,66.96,17.43,33.04,Alta,En observación,ACTIVO
USR0920,1972.38,1541.89,656.65,430.49,78.17,33.29,21.83,Alta,En observación,ACTIVO
USR0921,1725.2,1087.95,245.87,637.24,63.06,14.25,36.94,Alta,En observación,ACTIVO
USR0922,2991.07,1336.8,382.05,1654.27,44.69,12.77,55.31,Alta,Saludable,ACTIVO
USR0923,1989.36,1309.0,259.04,680.35,65.8,13.02,34.2,Alta,En observación,ACTIVO
USR0924,3114.62,2217.92,501.4,896.71,71.21,16.1,28.79,Alta,En observación,ACTIVO
USR0925,1817.31,1280.06,410.46,537.26,70.44,22.59,29.56,Alta,En observación,ACTIVO
USR0926,4398.6,2908.3,1839.91,1490.3,66.12,41.83,33.88,Alta,En riesgo,ACTIVO
USR0927,4729.73,3958.56,853.64,771.17,83.7,18.05,16.3,Media,En observación,ACTIVO
USR0928,1350.8,962.97,526.81,387.83,71.29,39.0,28.71,Alta,En riesgo,ACTIVO
USR0929,4767.29,3882.64,1243.68,884.65,81.44,26.09,18.56,Media,En observación,ACTIVO
USR0930,2047.65,763.51,157.14,1284.14,37.29,7.67,62.71,Alta,Saludable,ACTIVO
USR0931,1642.69,1127.4,348.32,515.29,68.63,21.2,31.37,Alta,En observación,ACTIVO
USR0932,4321.21,3571.17,569.0,750.04,82.64,13.17,17.36,Media,En observación,ACTIVO
USR0933,4930.54,3682.86,1137.17,1247.68,74.69,23.06,25.31,Alta,En observación,ELIMINADO
USR0934,3004.23,2254.57,825.08,749.66,75.05,27.46,24.95,Alta,En observación,ACTIVO
USR0935,2989.91,1978.71,1241.27,1011.2,66.18,41.52,33.82,Alta,En riesgo,ACTIVO
USR0936,2062.16,1167.66,118.94,894.5,56.62,5.77,43.38,Alta,Saludable,ACTIVO
USR0937,2656.62,2128.58,1037.39,528.04,80.12,39.05,19.88,Media,En riesgo,ACTIVO
USR0938,6702.2,2926.28,681.79,3775.93,43.66,10.17,56.34,Alta,Saludable,ACTIVO
USR0939,3965.89,3259.15,682.39,706.73,82.18,17.21,17.82,Media,En observación,INACTIVO
USR0940,2944.08,2335.22,562.06,608.86,79.32,19.09,20.68,Alta,En observación,ACTIVO
USR0941,4161.07,1904.07,532.66,2257.0,45.76,12.8,54.24,Alta,Saludable,ACTIVO
USR0942,2815.17,1773.87,408.31,1041.3,63.01,14.5,36.99,Alta,En observación,ACTIVO
USR0943,5056.26,4459.55,1808.22,596.71,88.2,35.76,11.8,Media,En riesgo,ACTIVO
USR0944,4803.59,3613.67,1273.66,1189.91,75.23,26.51,24.77,Alta,En observación,ACTIVO
USR0945,1880.56,1064.97,339.77,815.59,56.63,18.07,43.37,Alta,Saludable,ACTIVO
USR0946,4565.24,3427.13,575.19,1138.11,75.07,12.6,24.93,Alta,En observación,ACTIVO
USR0947,4079.96,3653.41,1840.06,426.54,89.55,45.1,10.45,Media,En riesgo,ACTIVO
USR0948,2517.52,1930.71,499.74,586.81,76.69,19.85,23.31,Alta,En observación,ACTIVO
USR0949,4102.59,2394.03,446.58,1708.57,58.35,10.89,41.65,Alta,Saludable,ACTIVO
USR0950,3503.93,2624.27,435.35,879.65,74.9,12.42,25.1,Alta,En observación,ACTIVO
USR0951,6238.27,3563.04,652.18,2675.23,57.12,10.45,42.88,Alta,Saludable,ACTIVO
USR0952,4487.28,3221.88,812.64,1265.4,71.8,18.11,28.2,Alta,En observación,ACTIVO
USR0953,2507.38,2065.44,98.99,441.94,82.37,3.95,17.63,Media,En observación,ACTIVO
USR0954,2952.14,1292.08,301.32,1660.06,43.77,10.21,56.23,Alta,Saludable,ACTIVO
USR0955,6003.0,4034.7,1219.16,1968.3,67.21,20.31,32.79,Alta,En observación,ACTIVO
USR0956,5697.7,3869.45,1075.17,1828.25,67.91,18.87,32.09,Alta,En observación,INACTIVO
USR0957,4706.63,2200.09,390.84,2506.54,46.74,8.3,53.26,Alta,Saludable,ACTIVO
USR0958,5421.99,3431.8,418.51,1990.19,63.29,7.72,36.71,Alta,En observación,ACTIVO
USR0959,3433.29,2474.0,762.29,959.29,72.06,22.2,27.94,Alta,En observación,ACTIVO
USR0960,2633.42,1455.86,520.59,1177.56,55.28,19.77,44.72,Alta,Saludable,ACTIVO
USR0961,1878.3,1215.85,343.15,662.45,64.73,18.27,35.27,Alta,En observación,ACTIVO
USR0962,3614.56,2284.32,600.01,1330.24,63.2,16.6,36.8,Alta,En observación,ACTIVO
USR0963,3307.3,2452.49,747.4,854.81,74.15,22.6,25.85,Alta,En observación,ACTIVO
USR0964,4784.86,4185.52,689.79,599.34,87.47,14.42,12.53,Media,En riesgo,ACTIVO
USR0965,3598.32,1462.36,206.59,2135.96,40.64,5.74,59.36,Alta,Saludable,ACTIVO
USR0966,5206.96,3047.03,1854.1,2159.94,58.52,35.61,41.48,Alta,En riesgo,ACTIVO
USR0967,3456.45,2445.42,888.13,1011.03,70.75,25.69,29.25,Alta,En observación,ACTIVO
USR0968,2961.85,1664.55,320.52,1297.31,56.2,10.82,43.8,Alta,Saludable,ACTIVO
USR0969,5186.9,2931.4,578.69,2255.49,56.52,11.16,43.48,Alta,Saludable,ACTIVO
USR0970,4938.28,5032.37,292.15,-94.1,101.91,5.92,-1.91,Nunca,En riesgo,ACTIVO
USR0971,2455.93,1754.32,692.85,701.61,71.43,28.21,28.57,Alta,En observación,INACTIVO
USR0972,6955.13,6181.43,1388.65,773.7,88.88,19.97,11.12,Media,En riesgo,INACTIVO
USR0973,3819.2,2397.71,494.58,1421.48,62.78,12.95,37.22,Alta,En observación,ACTIVO
USR0974,6094.47,2938.25,618.77,3156.22,48.21,10.15,51.79,Alta,Saludable,ACTIVO
USR0975,5025.99,3466.77,508.62,1559.22,68.98,10.12,31.02,Alta,En observación,ACTIVO
USR0976,3292.02,2183.45,623.03,1108.57,66.33,18.93,33.67,Alta,En observación,ACTIVO
USR0977,3710.35,3163.15,213.13,547.2,85.25,5.74,14.75,Media,En riesgo,ACTIVO
USR0978,2557.6,1733.05,183.57,824.55,67.76,7.18,32.24,Alta,En observación,ACTIVO
USR0979,4965.46,3420.56,770.33,1544.89,68.89,15.51,31.11,Alta,En observación,ACTIVO
USR0980,5165.07,2942.35,302.77,2222.72,56.97,5.86,43.03,Alta,Saludable,ACTIVO
USR0981,4228.77,3796.31,168.05,432.46,89.77,3.97,10.23,Media,En riesgo,ACTIVO
USR0982,3869.58,2289.14,495.73,1580.44,59.16,12.81,40.84,Alta,Saludable,ACTIVO
USR0983,3108.97,1713.85,1522.7,1395.13,55.13,48.98,44.87,Alta,En riesgo,ACTIVO
USR0984,4310.16,2475.02,602.81,1835.15,57.42,13.99,42.58,Alta,Saludable,ACTIVO
USR0985,2241.77,1015.89,2.35,1225.88,45.32,0.1,54.68,Alta,Saludable,ACTIVO
USR0986,1590.72,1385.64,170.6,205.08,87.11,10.72,12.89,Media,En riesgo,ACTIVO
USR0987,3182.94,2465.31,316.9,717.63,77.45,9.96,22.55,Alta,En observación,ACTIVO
USR0988,1768.84,720.38,145.23,1048.47,40.73,8.21,59.27,Alta,Saludable,ACTIVO
USR0989,2934.84,1798.22,479.07,1136.62,61.27,16.32,38.73,Alta,En observación,ACTIVO
USR0990,6227.28,5647.21,1966.95,580.07,90.69,31.59,9.31,Baja,En riesgo,ACTIVO
USR0991,3120.82,2012.07,1004.48,1108.75,64.47,32.19,35.53,Alta,En observación,ACTIVO
USR0992,3161.15,2200.94,530.63,960.22,69.62,16.79,30.38,Alta,En observación,ACTIVO
USR0993,5870.85,3290.72,978.46,2580.13,56.05,16.67,43.95,Alta,Saludable,ACTIVO
USR0994,1874.03,740.35,76.29,1133.68,39.51,4.07,60.49,Alta,Saludable,ACTIVO
USR0995,2375.7,1384.36,318.04,991.34,58.27,13.39,41.73,Alta,Saludable,ACTIVO
USR0996,6350.22,3125.07,293.3,3225.15,49.21,4.62,50.79,Alta,Saludable,ACTIVO
USR0997,4324.69,3277.2,1251.92,1047.49,75.78,28.95,24.22,Alta,En observación,ACTIVO
USR0998,4513.88,2027.5,166.19,2486.38,44.92,3.68,55.08,Alta,Saludable,ACTIVO
USR0999,4984.75,4390.62,206.43,594.14,88.08,4.14,11.92,Media,En riesgo,ACTIVO
USR1000,3820.18,3269.99,1271.32,550.19,85.6,33.28,14.4,Media,En riesgo,ACTIVO
