transaction_id,usuario_id,fecha,descripcion,monto,moneda,categoria,recurrente,medio_pago
TX000011,USR0051,2026-06-03,Verdulería,200,USD,Alimentación,No,Pago con QR
TX003756,USR0022,2026-02-04,Compra de tecnología,530.37,USD,Compras,No,Pago con QR
TX001211,USR0096,2025-07-31,Análisis clínicos,272.32,USD,Salud,No,Débito automático
TX000169,USR0061,2026-05-14,Carnicería,113.53,USD,Alimentación,No,Pago con QR
TX002564,USR0064,2025-11-25,Parque recreativo,99.67,USD,Ocio,No,Tarjeta de crédito
TX002782,USR0010,2025-08-19,Servicio de streaming,57.27,USD,Ocio,Sí,Transferencia bancaria
TX003672,USR0023,2026-04-19,Compra de tecnología,97.58,USD,Compras,Sí,Efectivo
TX000072,USR0040,2026-03-08,Verdulería,52.86,USD,Alimentación,No,Efectivo
TX002174,USR0085,2026-06-19,Papelería,673.22,USD,Educación,No,Efectivo
TX001703,USR0050,2026-03-01,Expensas,1832.91,USD,Vivienda,Sí,Billetera virtual
TX002453,USR0053,2025-08-29,Clases particulares,803.24,USD,Educación,No,Billetera virtual
TX002828,USR0089,2025-10-19,Parque recreativo,31.75,USD,Ocio,Sí,Tarjeta de crédito
TX000960,USR0005,2025-10-20,Peaje,11.21,USD,Transporte,Sí,Débito automático
TX002030,USR0042,2025-09-24,Capacitación,272.43,USD,Educación,No,Tarjeta de crédito
TX003476,USR0036,2025-09-17,Telefonía móvil,286.6,USD,Servicios,Sí,Débito automático
TX004426,USR0061,2025-11-17,Retiro de efectivo,283.7,USD,Otros,No,Pago con QR
TX002040,USR0001,2026-03-25,Capacitación,873.73,USD,Educación,No,Tarjeta de débito
TX003435,USR0007,2026-01-03,Electricidad,24.29,USD,Servicios,Sí,Tarjeta de débito
TX003872,USR0075,2025-08-17,Compra de accesorios,355.64,USD,Compras,No,Tarjeta de crédito
TX004030,USR0039,2025-09-20,Retiro de efectivo,26.28,USD,Otros,No,Efectivo
TX002175,USR0007,2026-02-08,Material de estudio,340.44,USD,Educación,No,Transferencia bancaria
TX001887,USR0040,2025-09-23,Compra de muebles,869.91,USD,Vivienda,No,Tarjeta de débito
TX003592,USR0012,2026-04-26,Compra de electrodoméstico,184.5,USD,Compras,No,Efectivo
TX004002,USR0043,2025-08-01,Retiro de efectivo,124.91,USD,Otros,No,Débito automático
TX004315,USR0098,2026-03-01,Retiro de efectivo,24.13,USD,Otros,Sí,Tarjeta de crédito
TX003687,USR0054,2025-08-24,Compra de electrodoméstico,711.99,USD,Compras,No,Transferencia bancaria
TX004055,USR0064,2026-01-10,Retiro de efectivo,13.13,USD,Otros,No,Efectivo
TX002548,USR0006,2026-01-30,Salida recreativa,65.56,USD,Ocio,No,Tarjeta de débito
TX000744,USR0001,2025-07-21,Taxi,34.82,USD,Transporte,No,Pago con QR
TX002614,USR0071,2026-05-21,Entrada de cine,153.19,USD,Ocio,No,Transferencia bancaria
TX002505,USR0025,2026-01-06,Concierto,131.17,USD,Ocio,No,Transferencia bancaria
TX004463,USR0092,2026-01-05,Donación,399.69,USD,Otros,Sí,Tarjeta de crédito
TX000710,USR0051,2026-02-15,Combustible,180,USD,Transporte,Sí,Billetera virtual
TX001118,USR0047,2026-03-22,Seguro de salud,121.5,USD,Salud,Sí,Billetera virtual
TX003584,USR0046,2025-08-19,Artículos personales,1000,USD,Compras,Sí,Efectivo
TX001406,USR0023,2026-07-03,Terapia,300.88,USD,Salud,No,Transferencia bancaria
TX001524,USR0003,2026-03-14,Hipoteca,2000,USD,Vivienda,Sí,Transferencia bancaria
TX004077,USR0058,2026-03-04,Cargo administrativo,234.43,USD,Otros,No,Tarjeta de crédito
TX004014,USR0047,2025-08-15,Transferencia personal,176.65,USD,Otros,Sí,Pago con QR
TX003773,USR0083,2025-12-25,Compra de cosmética,944.08,USD,Compras,No,Transferencia bancaria
TX001363,USR0016,2026-01-18,Seguro de salud,489.09,USD,Salud,Sí,Tarjeta de crédito
TX003899,USR0081,2026-06-19,Compra de electrodoméstico,1000,USD,Compras,Sí,Tarjeta de débito
TX003657,USR0009,2026-05-31,Compra de ropa,815.02,USD,Compras,No,Efectivo
TX000146,USR0020,2026-01-17,Comida a domicilio,60.6,USD,Alimentación,No,Tarjeta de crédito
TX002412,USR0050,2026-04-20,Certificación profesional,266.8,USD,Educación,Sí,Billetera virtual
TX001189,USR0079,2025-10-11,Estudio médico,230.71,USD,Salud,No,Tarjeta de crédito
TX000528,USR0035,2026-03-07,Taxi,177.96,USD,Transporte,No,Efectivo
TX003939,USR0034,2026-01-02,Compra por internet,311.22,USD,Compras,No,Tarjeta de crédito
TX000844,USR0059,2025-10-13,Viaje por aplicación,147.66,USD,Transporte,No,Tarjeta de crédito
TX003297,USR0056,2026-04-12,Servicio de televisión,277.05,USD,Servicios,Sí,Tarjeta de crédito
TX002009,USR0024,2026-01-10,Material de estudio,572.01,USD,Educación,Sí,Transferencia bancaria
TX000673,USR0011,2025-10-14,Combustible,47.01,USD,Transporte,Sí,Transferencia bancaria
TX003115,USR0072,2025-09-08,Electricidad,320.56,USD,Servicios,Sí,Pago con QR
TX001642,USR0022,2026-04-10,Hipoteca,512.12,USD,Vivienda,Sí,Transferencia bancaria
TX003924,USR0084,2026-05-22,Compra de cosmética,110.45,USD,Compras,Sí,Efectivo
TX001397,USR0085,2025-12-02,Seguro de salud,343.49,USD,Salud,Sí,Billetera virtual
TX002571,USR0060,2026-02-26,Servicio de streaming,300,USD,Ocio,Sí,Tarjeta de crédito
TX002881,USR0096,2025-11-12,Entrada de cine,103.55,USD,Ocio,No,Tarjeta de crédito
TX002237,USR0011,2026-06-10,Inscripción a curso,683.49,USD,Educación,No,Tarjeta de crédito
TX000958,USR0081,2025-10-24,Mantenimiento del vehículo,180,USD,Transporte,No,Pago con QR
TX001928,USR0010,2025-10-09,Servicio de limpieza,419.2,USD,Vivienda,No,Billetera virtual
TX003155,USR0044,2026-06-13,Gas,77.29,USD,Servicios,Sí,Efectivo
TX000970,USR0067,2026-05-02,Viaje por aplicación,71.89,USD,Transporte,No,Pago con QR
TX004141,USR0067,2025-07-23,Cargo administrativo,275.72,USD,Otros,Sí,Tarjeta de débito
TX003357,USR0020,2025-09-28,Servicio de televisión,137.1,USD,Servicios,Sí,Tarjeta de crédito
TX003041,USR0001,2026-03-12,Pago de impuestos,279.29,USD,Servicios,No,Tarjeta de débito
TX001640,USR0066,2025-10-29,Alquiler,632.46,USD,Vivienda,Sí,Efectivo
TX003940,USR0014,2026-06-09,Compra de accesorios,176.22,USD,Compras,No,Billetera virtual
TX000892,USR0062,2026-01-09,Combustible,103.5,USD,Transporte,No,Tarjeta de débito
TX004147,USR0049,2025-12-11,Donación,500,USD,Otros,No,Pago con QR
TX000512,USR0066,2026-04-27,Viaje por aplicación,8.63,USD,Transporte,No,Transferencia bancaria
TX003488,USR0036,2025-10-13,Agua,63.64,USD,Servicios,Sí,Efectivo
TX002842,USR0066,2025-09-29,Parque recreativo,48.04,USD,Ocio,No,Pago con QR
TX001028,USR0069,2025-07-23,Seguro de salud,144.99,USD,Salud,Sí,Tarjeta de débito
TX003381,USR0100,2026-06-12,Servicio de mantenimiento,44.32,USD,Servicios,No,Transferencia bancaria
TX002202,USR0064,2026-01-26,Inscripción a curso,37.84,USD,Educación,No,Transferencia bancaria
TX003985,USR0066,2025-08-19,Compra de herramientas,236.03,USD,Compras,No,Tarjeta de débito
TX003418,USR0055,2025-10-24,Gas,329.56,USD,Servicios,Sí,Efectivo
TX001791,USR0068,2026-01-04,Expensas,2000,USD,Vivienda,Sí,Débito automático
TX003696,USR0044,2026-04-23,Compra por internet,79.78,USD,Compras,No,Efectivo
TX004021,USR0084,2025-10-19,Retiro de efectivo,159.45,USD,Otros,No,Efectivo
TX004345,USR0085,2025-09-21,Compra no identificada,98.36,USD,Otros,Sí,Débito automático
TX002747,USR0076,2026-05-11,Evento cultural,92.45,USD,Ocio,No,Transferencia bancaria
TX002868,USR0040,2026-02-08,Suscripción de música,178.99,USD,Ocio,No,Pago con QR
TX003614,USR0061,2025-08-30,Artículos personales,1000,USD,Compras,No,Transferencia bancaria
TX000909,USR0038,2026-06-18,Mantenimiento del vehículo,180,USD,Transporte,No,Billetera virtual
TX003576,USR0036,2025-08-10,Artículos personales,495.21,USD,Compras,No,Efectivo
TX002546,USR0088,2025-07-20,Suscripción de música,106.23,USD,Ocio,Sí,Tarjeta de crédito
TX000738,USR0068,2026-01-04,Mantenimiento del vehículo,142.02,USD,Transporte,No,Débito automático
TX001675,USR0100,2025-10-01,Compra de muebles,1251.58,USD,Vivienda,No,Débito automático
TX002431,USR0043,2026-01-07,Certificación profesional,353.43,USD,Educación,No,Billetera virtual
TX002636,USR0054,2026-05-08,Entrada de cine,90.16,USD,Ocio,No,Billetera virtual
TX002148,USR0031,2026-05-06,Compra de libros,526.17,USD,Educación,No,Efectivo
TX002498,USR0090,2025-12-01,Papelería,1000,USD,Educación,No,Billetera virtual
TX002820,USR0071,2025-08-02,Parque recreativo,146.49,USD,Ocio,No,Efectivo
TX003159,USR0045,2026-06-15,Servicio de seguridad,241.93,USD,Servicios,Sí,Débito automático
TX002086,USR0050,2026-02-01,Clases particulares,124.69,USD,Educación,No,Efectivo
TX002197,USR0084,2025-11-30,Inscripción a curso,288.72,USD,Educación,No,Pago con QR
TX001236,USR0100,2025-11-23,Lentes,234.83,USD,Salud,Sí,Billetera virtual
TX001504,USR0026,2026-06-11,Compra de muebles,1022.69,USD,Vivienda,No,Pago con QR
TX000805,USR0077,2026-02-09,Carga de tarjeta de transporte,139.53,USD,Transporte,No,Pago con QR
TX004299,USR0097,2025-09-17,Pago extraordinario,277.76,USD,Otros,Sí,Tarjeta de crédito
TX000674,USR0008,2026-01-15,Pasaje de autobús,153.75,USD,Transporte,No,Tarjeta de crédito
TX000434,USR0100,2025-11-24,Carnicería,152.01,USD,Alimentación,No,Débito automático
TX001342,USR0052,2025-09-30,Farmacia,267.12,USD,Salud,No,Tarjeta de crédito
TX003714,USR0055,2026-06-06,Compra de calzado,368.13,USD,Compras,No,Tarjeta de débito
TX003962,USR0025,2026-07-09,Compra de accesorios,1000,USD,Compras,Sí,Tarjeta de débito
TX002501,USR0074,2026-02-06,Salida recreativa,219.99,USD,Ocio,No,Efectivo
TX004378,USR0024,2025-07-27,Retiro de efectivo,290.26,USD,Otros,No,Tarjeta de débito
TX002889,USR0020,2026-02-18,Servicio de streaming,6.63,USD,Ocio,Sí,Tarjeta de débito
TX002272,USR0071,2026-02-12,Papelería,440.46,USD,Educación,No,Tarjeta de débito
TX003733,USR0047,2025-12-20,Compra de herramientas,405.84,USD,Compras,No,Tarjeta de débito
TX001423,USR0023,2025-10-28,Odontología,225.81,USD,Salud,No,Efectivo
TX004261,USR0080,2026-05-01,Otro gasto,58.89,USD,Otros,No,Débito automático
TX001320,USR0007,2025-08-08,Análisis clínicos,371.38,USD,Salud,Sí,Pago con QR
TX002757,USR0033,2026-05-30,Servicio de streaming,135.41,USD,Ocio,Sí,Débito automático
TX002529,USR0045,2026-03-30,Servicio de streaming,90.37,USD,Ocio,Sí,Billetera virtual
TX003167,USR0067,2026-01-28,Electricidad,132.48,USD,Servicios,Sí,Transferencia bancaria
TX003879,USR0088,2025-07-16,Compra por internet,238.99,USD,Compras,No,Efectivo
TX000702,USR0047,2025-08-04,Peaje,22.39,USD,Transporte,No,Tarjeta de débito
TX004210,USR0048,2026-04-06,Transferencia personal,380.65,USD,Otros,No,Billetera virtual
TX001644,USR0074,2026-03-13,Reparación del hogar,223.06,USD,Vivienda,No,Tarjeta de crédito
TX003253,USR0026,2026-02-14,Electricidad,380.54,USD,Servicios,Sí,Débito automático
TX003383,USR0010,2025-09-22,Gas,80.05,USD,Servicios,Sí,Efectivo
TX000754,USR0082,2026-03-27,Estacionamiento,53.51,USD,Transporte,No,Débito automático
TX000338,USR0032,2025-11-04,Almuerzo,200,USD,Alimentación,No,Tarjeta de crédito
TX001688,USR0071,2026-05-06,Mantenimiento del hogar,633.91,USD,Vivienda,No,Transferencia bancaria
TX000542,USR0051,2025-12-31,Mantenimiento del vehículo,180,USD,Transporte,No,Efectivo
TX004269,USR0095,2026-01-21,Ajuste de cuenta,500,USD,Otros,No,Tarjeta de crédito
TX004241,USR0084,2026-05-22,Retiro de efectivo,148.42,USD,Otros,No,Tarjeta de crédito
TX003808,USR0032,2026-02-14,Artículos personales,1000,USD,Compras,No,Tarjeta de crédito
TX004385,USR0082,2026-04-07,Otro gasto,168.52,USD,Otros,No,Pago con QR
TX003749,USR0036,2025-10-31,Compra de electrodoméstico,298.23,USD,Compras,No,Efectivo
TX003144,USR0093,2026-05-10,Telefonía fija,195.94,USD,Servicios,Sí,Débito automático
TX004137,USR0003,2025-09-16,Comisión bancaria,179.09,USD,Otros,No,Transferencia bancaria
TX000786,USR0074,2026-05-05,Pasaje de autobús,180,USD,Transporte,Sí,Efectivo
TX000852,USR0077,2025-10-25,Mantenimiento del vehículo,106.39,USD,Transporte,No,Débito automático
TX003793,USR0069,2026-01-06,Compra de cosmética,159.52,USD,Compras,No,Débito automático
TX004434,USR0098,2026-06-04,Compra no identificada,136.25,USD,Otros,No,Débito automático
TX003018,USR0050,2026-05-16,Servicio de internet,328.16,USD,Servicios,Sí,Billetera virtual
TX001364,USR0011,2026-04-20,Terapia,96.82,USD,Salud,No,Tarjeta de débito
TX000271,USR0068,2025-11-18,Restaurante,200,USD,Alimentación,No,Débito automático
TX002238,USR0084,2025-09-12,Curso online,19.61,USD,Educación,Sí,Tarjeta de crédito
TX002408,USR0019,2025-10-08,Inscripción a curso,60.48,USD,Educación,No,Tarjeta de crédito
TX000142,USR0095,2025-09-24,Panadería,61.04,USD,Alimentación,No,Transferencia bancaria
TX000419,USR0063,2025-09-09,Compra de alimentos,96.37,USD,Alimentación,No,Débito automático
TX002054,USR0068,2025-12-15,Compra de libros,209.79,USD,Educación,No,Transferencia bancaria
TX004119,USR0019,2025-12-05,Pago extraordinario,248.15,USD,Otros,No,Débito automático
TX002832,USR0096,2025-07-23,Servicio de streaming,68.4,USD,Ocio,Sí,Efectivo
TX002398,USR0071,2025-10-22,Inscripción a curso,10,USD,Educación,No,Billetera virtual
TX002162,USR0034,2026-04-08,Inscripción a curso,1000,USD,Educación,Sí,Billetera virtual
TX000227,USR0043,2026-05-13,Compra en supermercado,75.03,USD,Alimentación,No,Efectivo
TX003966,USR0084,2026-05-25,Compra de accesorios,154.67,USD,Compras,No,Transferencia bancaria
TX000759,USR0078,2025-07-21,Pasaje de tren,90.7,USD,Transporte,No,Tarjeta de débito
TX002461,USR0090,2026-04-22,Clases particulares,825.15,USD,Educación,No,Tarjeta de crédito
TX001713,USR0008,2026-04-14,Servicio de limpieza,1313.02,USD,Vivienda,No,Transferencia bancaria
TX000086,USR0056,2025-10-02,Comida a domicilio,191.33,USD,Alimentación,Sí,Efectivo
TX001355,USR0034,2026-04-02,Medicamentos,115.41,USD,Salud,No,Tarjeta de débito
TX000777,USR0032,2025-12-26,Transporte público,14.71,USD,Transporte,No,Débito automático
TX001628,USR0090,2025-09-16,Alquiler,2000,USD,Vivienda,Sí,Tarjeta de crédito
TX000582,USR0093,2026-05-14,Carga de tarjeta de transporte,7.89,USD,Transporte,No,Transferencia bancaria
TX002084,USR0068,2026-02-21,Capacitación,1000,USD,Educación,No,Transferencia bancaria
TX002343,USR0016,2025-12-18,Plataforma educativa,464.33,USD,Educación,Sí,Billetera virtual
TX001835,USR0028,2025-07-31,Expensas,1649.74,USD,Vivienda,Sí,Transferencia bancaria
TX000562,USR0082,2025-11-04,Transporte público,45.33,USD,Transporte,No,Débito automático
TX002503,USR0011,2025-08-19,Evento cultural,105.5,USD,Ocio,No,Efectivo
TX002755,USR0003,2025-11-20,Servicio de streaming,255.08,USD,Ocio,Sí,Tarjeta de débito
TX001348,USR0009,2026-03-30,Kinesiología,62.98,USD,Salud,No,Pago con QR
TX001898,USR0056,2026-04-01,Mantenimiento del hogar,1360.79,USD,Vivienda,No,Transferencia bancaria
TX004042,USR0019,2026-04-18,Ajuste de cuenta,500,USD,Otros,Sí,Tarjeta de crédito
TX003369,USR0042,2025-11-04,Agua,390.1,USD,Servicios,Sí,Tarjeta de débito
TX002134,USR0079,2026-05-20,Certificación profesional,410.05,USD,Educación,No,Tarjeta de débito
TX003762,USR0085,2026-03-18,Compra de ropa,166.05,USD,Compras,No,Débito automático
TX002271,USR0004,2025-08-14,Plataforma educativa,539.96,USD,Educación,Sí,Tarjeta de crédito
TX003336,USR0034,2025-08-04,Agua,293.9,USD,Servicios,Sí,Pago con QR
TX000223,USR0068,2026-01-12,Comida a domicilio,132.54,USD,Alimentación,No,Tarjeta de débito
TX003842,USR0008,2026-07-04,Compra de calzado,1000,USD,Compras,No,Tarjeta de débito
TX002884,USR0053,2025-12-04,Servicio de streaming,246.19,USD,Ocio,Sí,Efectivo
TX002470,USR0056,2025-10-11,Capacitación,993.67,USD,Educación,No,Tarjeta de crédito
TX002422,USR0083,2025-12-15,Curso online,843.63,USD,Educación,No,Pago con QR
TX003309,USR0019,2026-06-22,Servicio de mantenimiento,400,USD,Servicios,Sí,Tarjeta de débito
TX001734,USR0091,2026-04-26,Expensas,1884.09,USD,Vivienda,Sí,Pago con QR
TX001052,USR0071,2026-04-19,Estudio médico,117.13,USD,Salud,No,Débito automático
TX002212,USR0003,2025-11-24,Curso online,759.14,USD,Educación,No,Transferencia bancaria
TX001659,USR0063,2025-10-27,Servicio de limpieza,1182.07,USD,Vivienda,No,Tarjeta de crédito
TX002051,USR0072,2026-03-15,Clases particulares,616.3,USD,Educación,No,Tarjeta de crédito
TX002589,USR0092,2025-09-02,Hobby,45.87,USD,Ocio,No,Débito automático
TX001331,USR0069,2025-07-17,Lentes,168.93,USD,Salud,No,Débito automático
TX003322,USR0015,2025-12-03,Pago de impuestos,271.18,USD,Servicios,Sí,Débito automático
TX004180,USR0067,2025-09-16,Donación,240.01,USD,Otros,No,Efectivo
TX003988,USR0005,2025-09-13,Compra de accesorios,350.12,USD,Compras,No,Efectivo
TX001528,USR0020,2025-08-29,Alquiler,567.04,USD,Vivienda,Sí,Billetera virtual
TX001393,USR0021,2025-11-16,Análisis clínicos,293.74,USD,Salud,No,Efectivo
TX003846,USR0051,2025-07-22,Compra por internet,1000,USD,Compras,No,Pago con QR
TX002443,USR0026,2025-10-11,Clases particulares,27.22,USD,Educación,No,Tarjeta de crédito
TX001093,USR0025,2025-08-12,Seguro de salud,181.51,USD,Salud,Sí,Tarjeta de débito
TX001795,USR0079,2026-01-11,Seguro del hogar,787.84,USD,Vivienda,Sí,Tarjeta de débito
TX002318,USR0088,2025-07-30,Plataforma educativa,413.42,USD,Educación,Sí,Débito automático
TX004359,USR0043,2025-09-07,Comisión bancaria,170.37,USD,Otros,No,Transferencia bancaria
TX004246,USR0079,2025-10-15,Otro gasto,240.56,USD,Otros,No,Efectivo
TX000932,USR0099,2025-09-07,Transporte público,30.07,USD,Transporte,Sí,Efectivo
TX001200,USR0064,2026-02-20,Medicamentos,267.3,USD,Salud,No,Pago con QR
TX001040,USR0029,2025-07-20,Farmacia,352.72,USD,Salud,No,Tarjeta de débito
TX002102,USR0018,2026-05-28,Plataforma educativa,894.43,USD,Educación,Sí,Efectivo
TX003999,USR0099,2026-07-12,Compra de cosmética,362.59,USD,Compras,Sí,Transferencia bancaria
TX004476,USR0077,2025-07-15,Comisión bancaria,257.4,USD,Otros,No,Tarjeta de crédito
TX000061,USR0062,2025-10-24,Almuerzo,61.96,USD,Alimentación,No,Efectivo
TX003604,USR0035,2026-05-24,Compra de tecnología,1000,USD,Compras,No,Pago con QR
TX004093,USR0003,2026-03-02,Pago extraordinario,398.72,USD,Otros,No,Billetera virtual
TX000065,USR0096,2026-02-11,Cafetería,16.29,USD,Alimentación,No,Débito automático
TX004016,USR0047,2026-07-02,Ajuste de cuenta,101.28,USD,Otros,No,Pago con QR
TX001971,USR0052,2025-12-07,Reparación del hogar,1073.24,USD,Vivienda,No,Billetera virtual
TX003123,USR0094,2026-02-27,Servicio de internet,15.6,USD,Servicios,Sí,Billetera virtual
TX002381,USR0025,2026-02-14,Curso online,562.95,USD,Educación,No,Débito automático
TX001313,USR0022,2025-08-12,Análisis clínicos,33.13,USD,Salud,No,Pago con QR
TX001161,USR0031,2026-05-07,Análisis clínicos,198.16,USD,Salud,Sí,Tarjeta de crédito
TX003946,USR0052,2025-10-18,Compra por internet,550.23,USD,Compras,No,Tarjeta de débito
TX001822,USR0086,2025-12-24,Alquiler,1350.97,USD,Vivienda,Sí,Efectivo
TX001087,USR0020,2026-01-30,Consulta médica,213.91,USD,Salud,No,Pago con QR
TX000137,USR0022,2025-09-04,Panadería,63.47,USD,Alimentación,Sí,Tarjeta de débito
TX004181,USR0019,2025-10-21,Ajuste de cuenta,500,USD,Otros,No,Tarjeta de crédito
TX001255,USR0020,2025-10-19,Seguro de salud,195.99,USD,Salud,Sí,Tarjeta de crédito
TX002399,USR0043,2026-05-03,Compra de libros,467.45,USD,Educación,No,Efectivo
TX003600,USR0020,2026-06-03,Compra de accesorios,592.86,USD,Compras,No,Efectivo
TX001477,USR0051,2025-10-24,Estudio médico,500,USD,Salud,No,Débito automático
TX002189,USR0080,2025-10-19,Clases particulares,735.96,USD,Educación,Sí,Tarjeta de débito
TX001896,USR0097,2025-08-12,Alquiler,2000,USD,Vivienda,Sí,Billetera virtual
TX001692,USR0044,2026-04-27,Expensas,479.09,USD,Vivienda,Sí,Tarjeta de débito
TX002684,USR0054,2025-12-22,Concierto,20.47,USD,Ocio,No,Transferencia bancaria
TX000088,USR0051,2025-11-08,Panadería,200,USD,Alimentación,No,Transferencia bancaria
TX003416,USR0093,2026-02-25,Telefonía fija,132.74,USD,Servicios,Sí,Tarjeta de débito
TX000820,USR0070,2025-09-15,Pasaje de autobús,54.83,USD,Transporte,No,Efectivo
TX000092,USR0013,2026-05-15,Compra en supermercado,101.97,USD,Alimentación,No,Billetera virtual
TX001543,USR0076,2026-03-17,Hipoteca,220.13,USD,Vivienda,Sí,Efectivo
TX003038,USR0033,2026-01-05,Telefonía fija,180.34,USD,Servicios,Sí,Transferencia bancaria
TX000867,USR0007,2026-02-19,Carga de tarjeta de transporte,96.19,USD,Transporte,No,Débito automático
TX000161,USR0012,2025-09-27,Restaurante,200,USD,Alimentación,No,Tarjeta de débito
TX000207,USR0003,2025-09-14,Comida a domicilio,154.5,USD,Alimentación,No,Tarjeta de crédito
TX003760,USR0065,2025-07-20,Compra de tecnología,1000,USD,Compras,No,Débito automático
TX002556,USR0079,2025-12-21,Salida recreativa,216.25,USD,Ocio,No,Efectivo
TX003782,USR0080,2026-03-26,Compra de calzado,585.09,USD,Compras,Sí,Transferencia bancaria
TX001440,USR0052,2025-08-26,Análisis clínicos,253.47,USD,Salud,No,Tarjeta de débito
TX003522,USR0053,2025-10-09,Artículos personales,122.42,USD,Compras,Sí,Tarjeta de débito
TX001752,USR0003,2025-12-16,Expensas,1678.14,USD,Vivienda,Sí,Tarjeta de débito
TX000120,USR0092,2026-02-17,Restaurante,157.71,USD,Alimentación,No,Efectivo
TX003342,USR0100,2026-03-01,Servicio de mantenimiento,157.98,USD,Servicios,No,Tarjeta de débito
TX004203,USR0012,2026-01-20,Donación,500,USD,Otros,Sí,Tarjeta de débito
TX004044,USR0033,2025-10-23,Donación,229.07,USD,Otros,No,Tarjeta de débito
TX000310,USR0078,2025-10-30,Verdulería,25.51,USD,Alimentación,No,Efectivo
TX001970,USR0044,2026-02-10,Hipoteca,546.27,USD,Vivienda,Sí,Tarjeta de débito
TX001613,USR0021,2025-10-26,Hipoteca,1692.06,USD,Vivienda,Sí,Débito automático
TX003389,USR0038,2026-01-18,Servicio de televisión,400,USD,Servicios,Sí,Transferencia bancaria
TX000501,USR0035,2025-12-17,Pasaje de autobús,79.42,USD,Transporte,No,Transferencia bancaria
TX001916,USR0018,2026-06-12,Compra de muebles,2000,USD,Vivienda,No,Transferencia bancaria
TX001075,USR0018,2026-05-22,Terapia,428.2,USD,Salud,No,Billetera virtual
TX000355,USR0043,2025-12-26,Verdulería,90.26,USD,Alimentación,No,Transferencia bancaria
TX000815,USR0095,2025-09-16,Mantenimiento del vehículo,26.8,USD,Transporte,No,Tarjeta de crédito
TX002021,USR0006,2026-05-30,Compra de libros,593.91,USD,Educación,No,Tarjeta de crédito
TX000258,USR0011,2025-09-04,Carnicería,118.1,USD,Alimentación,Sí,Transferencia bancaria
TX003375,USR0066,2026-03-07,Telefonía fija,254.07,USD,Servicios,Sí,Pago con QR
TX003492,USR0075,2026-04-30,Servicio de mantenimiento,158.99,USD,Servicios,No,Billetera virtual
TX002004,USR0082,2025-10-11,Papelería,254.0,USD,Educación,No,Tarjeta de débito
TX001767,USR0042,2026-01-13,Alquiler,1380.19,USD,Vivienda,Sí,Débito automático
TX001086,USR0039,2026-06-06,Seguro de salud,10.19,USD,Salud,Sí,Tarjeta de débito
TX002433,USR0065,2026-06-20,Certificación profesional,1000,USD,Educación,No,Tarjeta de débito
TX001830,USR0075,2025-10-14,Reparación de electrodoméstico,1320.09,USD,Vivienda,No,Billetera virtual
TX003015,USR0010,2025-11-30,Servicio de seguridad,227.14,USD,Servicios,No,Tarjeta de crédito
TX002986,USR0069,2026-03-28,Evento cultural,102.27,USD,Ocio,No,Pago con QR
TX001946,USR0032,2026-03-22,Mantenimiento del hogar,933.17,USD,Vivienda,No,Tarjeta de crédito
TX001059,USR0042,2025-09-09,Odontología,372.74,USD,Salud,No,Pago con QR
TX000052,USR0066,2026-06-19,Verdulería,92.86,USD,Alimentación,No,Tarjeta de crédito
TX004159,USR0081,2026-04-01,Gasto eventual,500,USD,Otros,No,Pago con QR
TX001738,USR0055,2026-07-05,Compra de muebles,199.07,USD,Vivienda,No,Transferencia bancaria
TX003281,USR0048,2025-08-09,Servicio de televisión,400,USD,Servicios,Sí,Pago con QR
TX003089,USR0040,2025-09-29,Gas,162.6,USD,Servicios,Sí,Débito automático
TX001141,USR0060,2025-10-18,Farmacia,169.54,USD,Salud,Sí,Transferencia bancaria
TX002475,USR0052,2026-02-14,Material de estudio,13.99,USD,Educación,No,Efectivo
TX001980,USR0092,2025-11-17,Seguro del hogar,1096.47,USD,Vivienda,Sí,Efectivo
TX003992,USR0065,2025-09-04,Compra de cosmética,729.2,USD,Compras,No,Billetera virtual
TX002702,USR0022,2025-12-05,Videojuego,190.42,USD,Ocio,No,Efectivo
TX003554,USR0047,2026-04-11,Compra de electrodoméstico,569.81,USD,Compras,Sí,Débito automático
TX000241,USR0067,2026-04-25,Carnicería,71.71,USD,Alimentación,No,Tarjeta de crédito
TX002222,USR0094,2025-12-30,Curso online,677.49,USD,Educación,No,Tarjeta de débito
TX001489,USR0086,2026-07-13,Farmacia,500,USD,Salud,No,Billetera virtual
TX004356,USR0081,2025-10-05,Gasto eventual,453.97,USD,Otros,No,Billetera virtual
TX003544,USR0051,2026-04-09,Compra de electrodoméstico,123.91,USD,Compras,No,Transferencia bancaria
TX000961,USR0017,2026-03-16,Mantenimiento del vehículo,7.95,USD,Transporte,No,Billetera virtual
TX003370,USR0004,2025-08-27,Telefonía fija,180.0,USD,Servicios,Sí,Billetera virtual
TX000663,USR0080,2026-05-11,Mantenimiento del vehículo,161.33,USD,Transporte,No,Billetera virtual
TX002716,USR0093,2025-09-16,Evento cultural,188.44,USD,Ocio,No,Transferencia bancaria
TX004161,USR0010,2025-09-23,Ajuste de cuenta,49.59,USD,Otros,No,Débito automático
TX001947,USR0028,2026-04-22,Hipoteca,298.53,USD,Vivienda,Sí,Efectivo
TX004187,USR0035,2025-11-12,Donación,491.05,USD,Otros,No,Tarjeta de débito
TX002380,USR0099,2026-05-16,Clases particulares,510.7,USD,Educación,No,Débito automático
